countryiso3code,country_name,year,value,indicator_code,indicator_name
EMU,Euro area,2011,12.9639465984903,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EMU,Euro area,2010,12.8756905136342,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2023,11.8651239304798,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2022,12.569063963285,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2021,13.9528661303289,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2020,15.0265307844682,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2019,13.9804397583161,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2018,13.9627012693032,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2017,14.432934325428,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2016,14.9442605342648,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2015,14.7048581630427,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2014,15.2942454388277,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2013,15.3917615805102,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2012,15.6392538149651,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2011,15.609604920929,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECS,Europe & Central Asia,2010,16.0002396724088,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECA,Europe & Central Asia (excluding high income),2017,21.8456846874962,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECA,Europe & Central Asia (excluding high income),2016,22.1691693999161,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECA,Europe & Central Asia (excluding high income),2015,21.2902526508744,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
ECA,Europe & Central Asia (excluding high income),2014,22.2682801547711,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2023,14.6281194548653,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2022,16.0489377659717,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2016,18.1654157727635,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2015,17.3575057526914,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2014,17.929897709815,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2013,17.70246039159,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2012,18.2918669555021,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2011,18.3730382883227,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TEC,Europe & Central Asia (IDA & IBRD countries),2010,19.1379225909432,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2023,9.86969239993523,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2022,10.0788507172934,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2021,11.2041977000745,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2020,11.4645601927459,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2019,10.5428140950959,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2018,10.9413590104833,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2017,11.448560506407,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2016,12.0716773596182,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2015,12.5358506891528,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2014,13.0831710728145,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2013,13.5361529165237,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2012,13.2274706978219,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2011,13.0701242519488,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
EUU,European Union,2010,12.8734703732072,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2023,10.7953082603567,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2022,11.107805619531,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2021,12.0729176856455,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2020,13.2091268871501,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2019,10.2103347759588,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2018,10.3302315297865,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2017,10.6961796400007,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2016,11.4725507838941,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2015,11.8096404136437,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2014,12.3561421072327,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2013,12.907269695326,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2012,12.7440944499773,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2011,13.7410972425894,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,High income,2010,13.3735336617261,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
IDB,IDA blend,2019,31.0010263605427,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
IDB,IDA blend,2016,30.6792524254115,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
IDB,IDA blend,2013,28.9028634096246,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
IDB,IDA blend,2011,30.2469722681908,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2023,19.2510373914891,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2022,20.2367814174954,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2021,21.6159955967678,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2020,24.3898915174579,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2019,21.5077619276739,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2018,21.6901835206453,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2017,21.7147481496053,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2016,21.6363094839609,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2015,21.1753265860763,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2014,20.5748044994651,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2013,20.5133986570112,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2012,20.1500830467821,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LCN,Latin America & Caribbean,2011,20.1216144458385,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2023,19.4278678413006,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2022,20.4912048026137,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2021,21.8892624116989,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2020,23.8871481741587,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2019,21.5708613714111,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2018,21.7449593761041,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2017,21.8225169742275,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2016,21.9206353767735,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2015,21.3012479812766,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2014,20.6697073932423,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2013,20.571016801749,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2012,20.2959047959269,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
LAC,Latin America & Caribbean (excluding high income),2011,20.2244292881801,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2023,19.2510373914891,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2022,20.2367814174954,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2021,21.6159955967678,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2020,24.3917491763916,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2019,21.5077619276739,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2018,21.6944793555204,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2017,21.7147481496053,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2016,21.6363094839609,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2015,21.1753265860763,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2014,20.5748044994651,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2013,20.5133986570112,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2012,20.1500830467821,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TLA,Latin America & the Caribbean (IDA & IBRD countries),2011,20.1216144458385,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2022,22.585388242159,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2021,27.0984282664726,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2019,29.1282017810014,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2018,28.675657749318,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2012,26.9916949485174,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
,Lower middle income,2010,27.3930574660694,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2021,32.3873520352705,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2019,28.5197466604955,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2014,31.1483676943197,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2012,34.3506430851782,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2010,31.4126272862614,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2021,33.5304129035463,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2019,29.46402991666,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2015,29.4724023740621,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2014,31.3572290746418,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2013,30.10811576155,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2012,34.6170357243456,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2011,31.6311917844897,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2010,31.4272124853911,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2021,33.553277967649,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2019,29.4278826449617,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2015,29.4487310200439,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2014,31.3476107772194,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2013,30.0967611281101,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2012,34.6678878323251,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2011,31.6775876533827,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2010,31.4601549880153,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2023,11.2432524000596,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2022,11.277554708559,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2021,12.2625826719997,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2020,14.2714626632727,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2019,10.5655930405522,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2018,11.0447257913674,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2017,11.0756740766026,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2016,12.0986745956135,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2015,12.5197096288352,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2014,13.4032570265681,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2013,14.2432727641631,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2012,13.8468464910919,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2011,14.2994067398519,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
NAC,North America,2010,15.0851322374212,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2023,13.1710634811226,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2022,13.5523545842124,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2021,14.6152386203208,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2020,15.4441070306137,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2019,13.0346931151338,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2018,13.1019385418663,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2017,13.3018208432338,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2016,13.8053298576488,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2015,14.1252817359552,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2014,14.7358636083645,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2013,15.2896650218899,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2012,15.452107993698,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2011,16.618611266265,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OED,OECD members,2010,16.1453827974568,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OSS,Other small states,2021,22.798009032011,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
OSS,Other small states,2016,20.7587062112199,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2023,10.4798780771283,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2022,10.4855651252602,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2021,11.3861830830595,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2020,12.6767410703643,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2019,9.7260705004486,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2018,10.0582863965087,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2017,10.4902338218085,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2016,11.2062761249056,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2015,11.5946723143621,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2014,12.3076327233582,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2013,12.6241861738363,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2012,12.4764728304779,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2011,13.5828543132207,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
PST,Post-demographic dividend,2010,12.9013831221733,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
SAS,South Asia,2023,23.4919278049093,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
SAS,South Asia,2022,24.4651982366017,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
SAS,South Asia,2021,27.885240948948,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
SAS,South Asia,2020,30.5757048004556,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
